"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"name";"message"
"878562523796619";"19697";"148";"1";"878562523796619";"data";"data.*";"fetched (200)";"2023-10-22 20:51:34.253222";"Facebook:/<comment-id>/comments";"";"Todos los peruanos pedimos renuncia de los que no se merecen estar como autoridades...ni como en otros puestos .. pero como estamos viviendo en un país donde la voz de los ciudadanos de la población no belê nada ...ya nadies. Asen caso de las decisiones de las mayorías .... que renuncieee que se largue no sirve....mil veces que regresé Gareca"
